,a,b,c,d,e
0.411,5.693869791,2.48749061,7.958686612,0.465711032,4.432006506
0.412,2.159793021,6.915327899,9.925054718,1.038577928,2.766026791
0.413,6.478138835,0.746956351,4.362687579,1.866383748,2.831373913
0.414,1.444930576,1.51142958,8.438566921,8.189903058,9.251508031
0.415,0.716671594,5.297413065,3.114047161,6.661104467,8.529436338
0.416,5.494058478,2.655244785,4.296171508,8.09880489,7.970455865
0.417,4.598836195,2.076379276,1.380233125,4.866157923,1.416445564
0.418,2.434253512,5.919546067,9.132406119,2.593185638,5.824297421
0.419,4.596582139,4.133166237,9.006003802,9.655227336,8.889924506
0.42,4.214698631,0.635621833,1.993795945,3.803281057,2.54089014
0.421,2.121189558,9.602828558,1.783128286,5.280493414,0.79833124
0.422,3.454852434,0.150318664,8.23483276,9.892284637,8.90186472
0.423,9.508909416,7.558869522,2.604689294,7.153832466,0.762021219
0.424,6.358913172,1.563043458,5.979218035,5.31650797,9.831471737
0.425,2.046570823,5.66549766,0.656795189,9.112714714,3.875310122
0.426,8.048109735,1.689724534,4.323322166,8.075512115,3.578844644
0.427,0.553358656,9.357965233,6.698958517,4.17539334,6.490702379
0.428,7.452878233,2.127837481,4.725531356,0.445986072,3.214487548
0.429,0.170260252,1.264510714,3.766815682,3.001995657,9.740955141
0.43,0.177700948,9.770288244,5.056793667,8.512412944,1.918051267
0.431,0.449359236,6.983077011,5.522200876,9.404916233,7.145251771
0.432,8.376849124,8.922233369,5.850868588,8.583661088,2.09312306
0.433,3.863677467,0.400185725,7.519533478,2.477021161,0.304552332
0.434,9.585633046,9.070908557,4.936572757,4.142426418,5.53597491
0.435,5.727724788,6.207369941,6.168504785,0.95248624,5.08955053
0.436,1.554590139,4.212627112,9.367789999,5.832871974,2.89584473
0.437,8.395611978,4.841875354,6.07194335,2.034171656,2.005385023
0.438,5.570559522,3.459702749,0.83447733,6.914960047,8.984608069
0.439,2.993976835,4.124449154,8.86302969,5.766725855,3.096390144
0.44,3.867478995,9.196103165,1.612184205,8.934403064,5.921326674
0.441,5.621918385,9.516125262,6.004944102,3.908223096,7.278101153
0.442,0.121290703,5.795464672,3.335790595,5.303025251,7.742669798
0.443,1.077538611,7.348075312,7.824445302,5.628218197,2.165264009
0.444,1.123660094,0.659155141,1.790052762,2.918678374,7.616995915
0.445,7.955455246,5.077209763,9.282014102,0.738332558,9.608685016
0.446,4.773043099,0.807616866,7.426349276,9.826825497,7.220828198
0.447,3.4296694,3.861166008,3.066802647,7.664895294,9.277322116
0.448,0.886195322,5.185471266,0.608815131,0.994335747,3.714276383
0.449,4.164528083,3.653419787,1.763256934,1.371658828,5.073828884
0.45,7.735969927,9.792618981,1.052315657,4.722320846,0.502214642
0.451,0.488387825,9.02203022,4.090295066,2.464215871,0.945573347
0.452,5.53239454,4.775172193,6.549762895,8.592961069,8.372841601
0.453,9.080475,9.708441456,1.870734389,1.610982031,0.079123502
0.454,1.699676194,9.271996895,5.721721505,5.44137566,1.687923082
0.455,8.948478706,5.17560155,3.421882358,8.699195461,9.12268312
0.456,4.54205749,3.942729935,6.086749776,6.978933879,3.952058118
0.457,3.975990134,5.050766421,6.944139771,0.760428753,5.928041527
0.458,8.746166485,8.753030872,4.643300541,0.524527164,7.439179864
0.459,7.489603322,9.546485663,4.446564418,1.318306216,6.054780054
0.46,6.059226732,1.10787262,6.74828185,6.559578139,1.953285205
0.461,7.644152386,7.176617091,5.337839292,8.720468846,4.184453272
0.462,5.756292924,0.221197235,2.913619147,3.581146959,2.17329519
0.463,5.719957424,0.361474342,3.788887621,9.668674354,8.587775178
0.464,6.603190397,2.152637835,4.260180613,8.330235591,2.673771347
0.465,9.877111003,1.6969099,0.802782635,8.922879902,1.136033085
0.466,5.720479406,8.818468868,1.010781792,2.403885367,5.690577698
0.467,1.158031268,3.566556952,9.023556313,6.536993745,9.411116314
0.468,6.156830205,9.553483414,0.861840678,7.554533486,7.046001679
0.469,4.938967328,4.61140325,7.142317449,8.776774726,9.75887813
0.47,4.916244129,2.756748172,7.1217717,7.973139449,8.946882973
0.471,0.849297921,3.913909089,3.57644214,9.183499504,3.047809979
0.472,2.310044497,2.212327053,7.817924721,9.994061512,7.887251107
0.473,8.775336424,8.31334847,6.824646743,6.33922635,8.645913952
0.474,8.081732238,9.596352034,5.641373986,9.838464303,8.490275577
0.475,7.207151477,6.971037033,2.636785695,0.694469008,9.205570871
0.476,9.98318902,3.57886394,8.094029038,5.12215996,0.723484382
0.477,6.484411453,3.162326231,5.079306529,7.879867088,6.012166688
0.478,1.73034908,7.205761047,8.302372338,1.478280009,5.527927789
0.479,8.027839876,6.244638891,5.451706149,2.965382338,8.033882473
0.48,8.037539222,4.345497625,6.228355066,2.505959274,3.431902877
0.481,0.25712347,0.991775771,0.120334765,3.74999874,2.193771978
0.482,0.030134919,6.181275616,3.096387025,1.285875693,4.615199123
0.483,2.235904461,9.32924676,6.686982413,4.495769175,8.128112364
0.484,8.31999674,0.198001178,4.526006311,0.951658877,9.216657369
0.485,6.824669167,6.620863843,6.164291215,7.45248699,6.017665518
0.486,4.582026323,0.021857358,1.494516149,0.596795902,5.805063379
0.487,6.051227898,2.782094947,7.823267877,6.686306163,9.606887952
0.488,4.237321151,7.928854951,1.611016223,7.333202706,4.447980569
0.489,7.793764414,3.17412831,1.239773636,1.715019551,3.741771751
0.49,3.566047418,4.508894542,7.072467515,6.880603247,7.426465476
0.491,0.163025655,9.482135816,2.166128191,3.551833348,4.357214662
0.492,5.460230111,7.783016318,4.396677413,2.54158293,1.073402751
0.493,3.400350269,7.831334429,3.595273481,4.907889692,2.576077254
0.494,8.722261204,8.84380567,8.181106878,8.274376745,4.842772705
0.495,2.193384628,0.957730702,9.701905472,5.191299329,7.904276758
0.496,8.440559059,0.440348446,7.984076502,0.333618885,1.477067844
0.497,9.606079256,8.528592976,1.481384228,6.629643234,9.371835206
0.498,8.397899483,0.6558221,8.946948668,8.111212296,2.72271681
0.499,3.916142768,8.936809399,5.370499415,9.668324912,5.368386214
0.5,5.847226674,8.866911992,7.410530684,7.31225883,0.786794149
0.501,9.039382394,9.864915074,1.077508019,1.731103651,1.524538983
0.502,7.032726781,5.383524871,1.360467973,9.809466803,4.623009322
0.503,7.517212743,2.230593276,0.502287773,9.381905214,6.152029072
0.504,3.943192191,0.303112345,0.706478825,4.61284871,5.834985866
0.505,0.062057052,3.144761721,1.815639694,6.921634117,6.333883748
0.506,4.168557642,5.659697819,0.980188249,0.298032331,4.363902272
0.507,3.216153772,5.459658009,3.233801022,0.736453644,5.517661754
0.508,7.16873963,8.228559173,4.888794282,8.208391568,3.993280556
0.509,6.052093135,5.71372595,7.704240753,0.783424666,2.684122823
0.51,9.888821512,8.317927849,5.498316293,0.206089311,6.029741662
0.511,0.026206525,4.667575174,8.094003279,8.717277445,6.510587411
0.512,4.834165788,4.895119196,9.220859701,0.539079102,3.981586073
0.513,5.084490424,4.890480894,5.320725921,5.643083754,6.009090252
0.514,6.788909625,8.084938637,6.668538099,9.122984803,4.123226973
0.515,5.122932878,9.180394221,2.008404895,0.305359115,9.039208685
0.516,1.869620989,7.411449921,2.118805348,4.370758478,7.329662014
0.517,3.433925984,8.644080867,3.325306564,9.432125844,2.634390295
0.518,2.354583063,1.271445504,4.118475861,8.097317282,0.38347017
0.519,0.95488642,4.64893742,0.207126536,3.277341666,9.666852396
0.52,5.803903133,0.255037208,2.099272001,7.907245232,3.785369095
0.521,1.735438855,9.67795559,6.953703656,4.098703875,8.225948948
0.522,0.170976699,2.663366173,8.095985224,6.468089739,6.326626436
0.523,5.011625012,8.9812351,2.230790495,0.21144264,8.035016739
0.524,6.305826012,7.179095537,5.323443143,5.957344839,8.424170091
0.525,9.112200158,6.749522924,7.553755754,6.239862685,8.164292645
0.526,1.196611582,5.961816968,6.832111687,4.341975192,7.876358375
0.527,5.066141612,1.268455036,2.794076325,9.57099086,9.399979073
0.528,4.061471278,0.833190455,5.986669242,7.738916507,7.998776336
0.529,9.881754537,8.989993948,7.658291655,4.975524849,5.113759206
0.53,6.463044867,8.594494778,2.810882611,2.401135227,9.768179597
0.531,8.542173422,4.688596191,2.897023057,4.641058677,2.622403232
0.532,9.007989247,5.062005427,3.334098954,9.265439325,1.288117929
0.533,7.999405539,0.274776911,0.191681613,7.209698235,1.120301364
0.534,7.246836883,8.317574387,0.466646211,3.224147228,3.752519987
0.535,5.460411762,6.839959724,1.263158718,7.83428539,3.643623247
0.536,8.144341268,8.370646123,4.692983915,6.311376359,8.677801177
0.537,0.465719503,6.768627923,7.800700276,0.551831663,9.574883091
0.538,2.839675898,2.848697561,8.719887013,7.269117333,8.05032253
0.539,8.743460398,9.193927603,7.665533846,5.095246886,9.709112601
0.54,6.97225318,7.317023908,7.726585241,8.827394563,3.1942867
0.541,5.520519745,6.105035012,4.52124064,6.221938299,4.187690647
0.542,5.888295907,1.022840335,7.239291359,3.077779685,7.837648019
0.543,5.19227245,4.45869647,6.625331961,5.200918387,0.596219076
0.544,6.873080915,1.639069794,6.135033473,5.64085091,4.983636993
0.545,8.612834706,0.30086496,1.403782383,2.620483241,8.664465401
0.546,9.695873726,8.65641847,1.228089143,1.599219041,1.096648726
0.547,2.751905358,2.680938987,1.892144315,3.874398914,9.368285632
0.548,5.448063582,5.255918336,3.225065907,2.641727638,3.376525889
0.549,3.930047521,8.387394603,4.613863065,4.084650324,3.9604814
0.55,6.680006765,3.024152399,1.696730562,8.503976567,9.408349526
0.551,9.472346786,8.433770185,4.708429736,6.673960307,6.191804067
0.552,7.308346167,0.796802513,0.452103673,2.229157623,6.279405943
0.553,2.961689793,0.252848533,1.83373826,5.922894691,4.29444122
0.554,0.37584474,4.061665414,9.870617075,6.453497638,0.45859083
0.555,5.849880787,1.158062278,1.985323009,2.758919007,3.861102379
0.556,7.05128185,2.824781248,3.876494572,4.684720966,1.618912466
0.557,8.564511145,9.633248213,9.01649165,4.39274465,5.907828173
0.558,7.73167624,0.101814546,1.092357265,9.520469383,1.387812594
0.559,8.061806644,3.136115391,1.566312891,1.646999968,6.313468522
0.56,5.766992801,2.512409104,7.945349696,1.925048647,6.292524945
0.561,1.832321181,8.356098238,6.030222864,3.566943107,3.773279293
0.562,4.515727308,7.713050729,6.307460818,4.8099238,1.24794478
0.563,5.34230786,3.421526573,7.699719133,8.526329272,0.572702843
0.564,3.165046448,6.01898014,0.406609739,3.526843683,5.025905335
0.565,6.567053873,1.764660302,2.590405166,4.548246701,6.939365149
0.566,9.820840511,5.636724978,3.84655876,3.661261688,7.006447875
0.567,2.112469794,9.605258942,1.400540142,3.103751003,3.497168488
0.568,0.462158775,9.35737512,7.046588851,0.021622771,5.076239405
0.569,9.092156867,1.424965809,1.262337495,1.252908991,4.104106202
0.57,8.162957234,1.425354685,7.402087316,5.111218788,1.716600386
0.571,8.837019307,7.574786577,3.901440025,8.820991523,8.846636478
0.572,2.073399017,9.53138285,9.213886436,6.219175488,5.325493732
0.573,2.417866762,1.525443203,1.429437574,0.928067142,0.06558539
0.574,4.841202078,8.825139772,9.034454019,2.07832287,3.517573566
0.575,9.13089936,9.653168835,7.634352416,2.086620251,2.943973589
0.576,8.637854853,6.41564194,0.095983685,2.292709904,2.604077927
0.577,0.345143104,2.763320461,4.496151564,5.058034555,9.946415682
0.578,4.746734911,9.339347689,1.488557786,3.13231126,7.581598565
0.579,5.489244947,2.886713805,1.765812677,8.035917559,7.440552883
0.58,4.882248814,4.168324022,1.307147536,8.760301817,8.104238442
0.581,5.383150912,5.751528873,8.024003843,0.348310774,2.605744919
0.582,8.525127843,8.459816108,5.744403344,2.965618741,3.491453836
0.583,9.540838219,0.299502486,8.009223019,9.220296377,9.300872748
0.584,5.516065349,5.951788564,2.225208358,8.847762877,4.967504952
0.585,3.120077174,3.582992473,5.323784357,1.027181791,2.877118098
0.586,9.231183679,6.565189736,4.265247672,5.266345502,5.371035943
0.587,6.527660348,1.930204628,6.593391475,6.926122303,3.843469375
0.588,3.066633556,2.456286458,2.308727918,9.740475156,6.309861008
0.589,0.430078049,3.424301685,6.497074428,4.719969142,4.250279938
0.59,9.728841638,9.596532687,7.549134629,0.174170485,1.424312065
0.591,4.987498114,3.880049302,7.071933586,5.043515071,2.830460327
0.592,8.520274805,5.886667108,9.324023076,4.146862862,8.925215785
0.593,4.414247222,4.816835006,6.707547103,6.071919759,6.495570498
0.594,3.079615387,1.788884567,9.317610878,9.451779548,4.19477664
0.595,4.731115936,2.483121597,1.096151351,6.793817603,8.467748371
0.596,7.285101057,7.251117783,8.643099863,2.807911779,6.109731449
0.597,2.536245107,1.658056591,0.772880565,8.832283807,1.201272732
0.598,9.31179061,5.910409101,0.991464919,5.537490078,0.786845511
0.599,7.123430141,4.418758749,2.43699467,8.33137023,7.345429378
0.6,6.677210088,8.595370345,2.469180212,2.803155628,9.787654617
0.601,5.93985881,8.258644775,5.264204477,7.283471602,6.139150968
0.602,9.682538449,7.399694023,8.257153692,4.921500233,8.484715594
0.603,9.796900394,7.364714873,5.302594492,0.88975643,5.515013099
0.604,2.553082733,5.573416469,7.442414074,6.331709058,3.105520985
0.605,5.821278889,7.77297254,8.508409145,1.81135504,6.280676795
0.606,4.492589017,9.087815609,7.4900445,3.01529391,1.591641968
0.607,3.509936201,9.420378694,0.200300131,4.619736376,7.591034901
0.608,0.22792386,7.161549204,4.746103845,4.453431305,9.801227112
0.609,0.707731565,3.008806243,1.158645705,7.933215957,4.935340467
0.61,1.796431691,2.996692084,1.506969375,7.641450207,6.887546934
0.611,7.418101259,9.676554516,1.151590967,7.481219488,5.078215801
0.612,7.577683216,4.936893658,1.515429058,9.574689867,4.75838279
0.613,0.107618221,2.801418874,2.543132762,8.0724503,1.610788518
0.614,0.004690077,0.983585174,3.896981591,5.136135892,1.062398293
0.615,9.722884029,6.378610644,9.982236554,6.568308728,9.249729537
0.616,5.22499452,4.241321855,0.02290117,3.450002297,1.204062802
0.617,7.215745554,8.210398198,7.221596388,9.683368797,9.738776181
0.618,8.970440795,7.253806032,1.561175529,9.521922179,4.343760513
0.619,1.422028307,6.061582744,4.709958813,8.487903259,6.097105876
0.62,5.797561626,2.828094388,7.581796519,7.350008498,4.131309306
0.621,5.652447149,2.807562069,9.718799627,4.318381111,5.000740554
0.622,3.37093341,8.533145788,1.412026286,6.144960414,5.407070118
0.623,3.206953908,2.16163293,2.52947457,9.262654213,6.019424195
0.624,2.840144433,2.453826878,0.054463272,8.761097765,6.316769807
0.625,6.349385572,4.502484489,6.751964499,1.274521809,3.592736073
0.626,6.924739997,0.782785959,0.362756235,2.601365047,9.133966287
0.627,7.572320349,2.664648242,6.322436788,3.768943432,8.0124222
0.628,8.102480508,9.544251623,0.979862373,8.070812059,8.818842114
0.629,6.91702736,0.138188192,6.628697953,2.852054711,0.920159793
0.63,2.872637166,4.147459461,6.764391823,1.32228782,6.322344727
0.631,4.657982793,9.429124346,7.388073205,7.241354812,3.252196478
0.632,0.787193247,0.948138475,4.569704587,4.245933294,4.752477241
0.633,1.19838724,9.348603349,0.581387915,4.998628945,7.529887849
0.634,0.729313179,9.362493862,3.137511562,3.464948381,2.025955141
0.635,9.125963291,9.548559864,3.743879819,0.896445147,3.370720648
0.636,1.642869581,8.616698061,5.189108078,3.473699024,2.836953743
0.637,6.56457655,7.802972981,1.222995951,0.990139681,1.770108821
0.638,5.306724217,4.405170709,1.515224189,2.970059116,6.904867863
0.639,3.343557508,6.083201779,9.452670622,8.237330773,3.929527561
0.64,0.181938191,1.508911555,4.23803747,0.186034533,1.785654389
0.641,3.898582476,5.594603818,5.606642656,3.09169033,6.716492976
0.642,8.129002724,3.410703831,6.528662807,8.698471215,2.485058968
0.643,6.578279414,5.120697668,3.139176755,3.165050426,3.568852545
0.644,2.266015398,4.156357549,5.37379962,3.130632693,6.451623428
0.645,6.049174969,6.677319951,2.945680818,0.404044822,2.696205866
0.646,4.080195251,6.267883701,9.881149323,7.289777039,5.98571123
0.647,3.352370476,1.152163846,7.48551326,5.635472554,6.474049914
0.648,4.15992752,0.236297813,7.092224662,1.675360032,4.714912574
0.649,8.140702386,3.755179696,9.048123586,4.117664225,1.957271103
0.65,8.167648069,7.559181729,3.276811048,5.688218802,4.786911266
0.651,8.929639995,5.013420557,6.586477249,3.650648542,1.46280886
0.652,4.22546854,8.438472264,2.987343649,5.926471983,4.592333931
0.653,2.135718768,5.226470155,5.825971691,8.09725836,1.344190841
0.654,7.112869919,2.155376265,6.434867808,0.665610499,0.571630995
0.655,7.469982959,3.065285105,3.075400683,7.335005887,9.274653593
0.656,9.296293827,7.260597395,4.649173758,7.931646899,6.752466737
0.657,0.220575723,8.293995582,3.899997356,0.35574946,9.321252344
0.658,4.270831571,8.629085866,9.341253341,4.810894781,8.43162769
0.659,5.714628483,7.328363111,4.990992405,0.194872374,0.987419271
0.66,4.433887747,8.128429578,6.264385819,4.699584217,1.560970123
0.661,6.811125702,8.167771604,3.791363005,0.943872185,3.344183185
0.662,1.934563482,9.629064823,8.797498256,3.692405375,4.07981731
0.663,7.150326017,5.935278459,5.57626082,5.298958479,7.443039394
0.664,0.105460835,7.870377058,7.792807156,2.874958573,9.747700097
0.665,8.308744292,5.603042793,6.758713038,8.306339642,8.822716312
0.666,7.648593853,8.080843099,0.273064774,4.433368097,2.325793946
0.667,6.176493228,2.683234559,1.970284046,4.01043911,2.636548421
0.668,1.691811685,7.815874279,5.347858207,8.334787866,0.869744764
0.669,3.43311114,8.529632585,1.051548917,2.341170276,7.548467017
0.67,6.492887436,9.959176862,5.55222543,4.92222724,3.595149472
0.671,0.938783297,8.527828881,9.49727225,9.089091549,4.67171507
0.672,2.797147387,8.797833342,3.529121539,8.276202182,8.510709071
0.673,8.093740914,9.491965459,0.051765623,6.774017528,3.07457545
0.674,7.751767569,7.350919429,4.011289478,5.819705387,1.672770632
0.675,2.177707438,6.34197565,0.416395269,1.13945123,2.298251067
0.676,5.700082218,4.037398546,4.769707405,9.815138424,8.698514644
0.677,1.604782423,7.308730237,1.427116668,5.023147752,8.753428395
0.678,5.675525803,3.167865796,8.649196171,9.330155549,0.489967638
